# name,planet_status,mass_eu,mass_jup,star_mass,star_radius,star_teff,star_distance,radius_eu,Radius_estimate (EU),radius_jup,geometric_albedo,ra,dec,semi_major_axis,molecules,star_name,Bulk Density (g/cm3),Escape Vel (EU),ESI_radius,ESI_Bulk_Dens,ESI_Internal,ESI_Esc_Velocity,Effective Temperature (K),ESI_Eff_Temp,ESI_Surface,ESI_Global,X-Coord,Y-Coord,Z-Coord,Ra_Radians ,Dec_Radians,,Revenue1,Revenue2
HD 4203 c,Confirmed,0,,1.13,1.33,5701,77.5,0,0,,0.3,11.1708333,20.4488889,,,HD 4203,0,0,0,0,0.00000,0.00000,,0,0,0,14.06831199,5.245627023,76.03167758,0.19,0.36,75.85,,
HD 4208 b,Confirmed,0,,0.87,0.85,5571,33.9,0,0,,0.3,11.1083333,-26.5155556,1.65,,HD 4208,0,0,0,0,0.00000,0.00000,206.3621426,0.8348622388,0,0,5.844322806,-2.915853274,33.26487172,0.19,-0.46,32.87,,
HD 42618 b,Confirmed,0,,1.015,0.999,5727,23.5,0,0,,0.3,93.00416667,6.783055584,0.554,,HD 42618,0,0,0,0,0.00000,0.00000,369.2030604,0.8764414451,0,0,23.30344192,2.771777806,-1.231601595,1.62,0.12,21.68,,
HD 42936 b,Confirmed,0,,0.87,0.91,5138,48.9,0,0,,0.3,91.62500001,-72.5127778,0.0662,,HD 42936,0,0,0,0,0.00000,0.00000,870.2151701,0.4973169191,0,0,14.68820312,-46.62128015,-1.386696343,1.60,-1.27,51.47,,
HD 4308 b,Confirmed,0,,0.85,0.92,5597,21.9,0,0,,0.3,11.1625,-65.6494444,0.118,,HD 4308,0,0,0,0,0.00000,0.00000,719.3073891,0.5718214779,0,0,1.748094238,-3.862508952,21.48569736,0.19,-1.15,21.44,,
HD 4313 b,Confirmed,0,,1.72,4.9,5035,137,0,0,,0.3,11.4166667,7.845,1.19,,HD 4313,0,0,0,0,0.00000,0.00000,480.6389759,0.7493765188,0,0,26.86432002,3.701451509,134.2892682,0.20,0.14,135.42,,
HD 43197 b,Confirmed,0,,0.96,1,5508,54.9,0,0,,0.3,93.4,-29.8972222,0.92,,HD 43197,0,0,0,0,0.00000,0.00000,283.282238,0.9917418018,0,0,47.5101847,-27.31650298,-3.255919909,1.63,-0.52,55.13,,
HD 43691 A b,Confirmed,0,,1.38,,6200,93.2,0,0,,0.3,94.8958333,41.0922222,0.238,,HD 43691 A,0,0,0,0,0.00000,0.00000,0,0,0,0,69.98415264,61.03433956,-7.954104237,1.66,0.72,89.94,,
HD 44219 b,Confirmed,0,,1,1.32,5752,50.43,0,0,,0.3,95.0583333,-10.725,1.19,,HD 44219,0,0,0,0,0.00000,0.00000,297.2003849,0.9842782317,0,0,49.35610171,-9.348238621,-4.446409638,1.66,-0.19,49.52,,
HD 44385 b,Confirmed,0,,1.8,18.2,4400,214,0,0,,0.3,98.26665553,78.97952673,1.4,,HD 44385,0,0,0,0,0.00000,0.00000,729.727705,0.5659667091,0,0,40.48313416,207.8710789,-30.76898453,1.72,1.38,210.80,,
HD 45184 b,Confirmed,0,,,,,21.9,0,0,,0.3,96.1833333,-28.78,0.0638,,HD 45184,0,0,0,0,0.00000,0.00000,0,0,0,0,19.08312906,-10.48236614,-2.358852587,1.68,-0.50,22.32,,
HD 45184 c,Confirmed,0,,,,,21.9,0,0,,0.3,96.1833333,-28.78,0.11,,HD 45184,0,0,0,0,0.00000,0.00000,0,0,0,0,19.08312906,-10.48236614,-2.358852587,1.68,-0.50,22.32,,
HD 45350 b,Confirmed,0,,1.02,1.27,5754,49,0,0,,0.3,97.1875,38.9627778,1.92,,HD 45350,0,0,0,0,0.00000,0.00000,236.4076649,0.9016178853,0,0,37.80078675,30.56983421,-6.130722452,1.70,0.68,45.88,,
HD 45364 b,Confirmed,0,,0.82,,5434,32.6,0,0,,0.3,96.4083333,-31.4808333,0.6813,,HD 45364,0,0,0,0,0.00000,0.00000,0,0,0,0,27.62805199,-16.91778177,-3.638599061,1.68,-0.55,33.08,,
HD 45364 c,Confirmed,0,,0.82,,5434,32.6,0,0,,0.3,96.4083333,-31.4808333,0.8972,,HD 45364,0,0,0,0,0.00000,0.00000,0,0,0,0,27.62805199,-16.91778177,-3.638599061,1.68,-0.55,33.08,,
HD 45652 b,Confirmed,0,,0.83,,5312,36,0,0,,0.3,97.3041667,10.9338889,0.23,,HD 45652,0,0,0,0,0.00000,0.00000,0,0,0,0,35.05965142,6.77293298,-4.576922692,1.70,0.19,33.99,,
HD 46375 A b,Confirmed,0,,0.91,1,5199,33.4,11.19274019,11.19274019,1.02,0.3,98.3,5.4627778,0.041,,HD 46375 A,0,0,0.1640320361,0,0.00000,0.00000,1162.485385,0.3971084479,0,0,32.90005593,3.146344732,-4.821497113,1.72,0.10,31.71,,
HD 47186 b,Confirmed,0,,0.99,,5675,37.84,0,0,,0.3,99.0375,-27.6222222,0.05,,HD 47186,0,0,0,0,0.00000,0.00000,0,0,0,0,33.11092691,-17.32632951,-5.943940196,1.73,-0.48,38.11,,
HD 47186 c,Confirmed,0,,0.99,,5675,37.84,0,0,,0.3,99.0375,-27.6222222,2.395,,HD 47186,0,0,0,0,0.00000,0.00000,0,0,0,0,33.11092691,-17.32632951,-5.943940196,1.73,-0.48,38.11,,
HD 4732 A b,Confirmed,0,,1.74,5.4,4959,56.5,0,0,,0.3,12.30811925,-24.13667289,1.19,,HD 4732 A,0,0,0,0,0.00000,0.00000,495.9316631,0.7347579223,0,0,10.99106075,-4.924984132,55.20136878,0.21,-0.42,55.36,,
HD 4732 A c,Confirmed,0,,1.74,5.4,4959,56.5,0,0,,0.3,12.30811925,-24.13667289,4.6,,HD 4732 A,0,0,0,0,0.00000,0.00000,266.9827798,0.9621299598,0,0,10.99106075,-4.924984132,55.20136878,0.21,-0.42,55.36,,
HD 47366 b,Confirmed,0,,1.81,7.3,4866,80,0,0,,0.3,99.42083335,-12.98500002,1.214,,HD 47366,0,0,0,0,0.00000,0.00000,556.2945932,0.6822263279,0,0,76.90292138,-17.73323343,-13.09477435,1.74,-0.23,79.28,,
HD 47366 c,Confirmed,0,,1.81,7.3,4866,80,0,0,,0.3,99.42083335,-12.98500002,1.853,,HD 47366,0,0,0,0,0.00000,0.00000,455.991116,0.774202793,0,0,76.90292138,-17.73323343,-13.09477435,1.74,-0.23,79.28,,
HD 47536 b,Confirmed,0,,0.94,23.47,4380,121.36,0,0,,0.3,99.4458333,-32.3397222,1.61,,HD 47536,0,0,0,0,0.00000,0.00000,767.6025923,0.5456598953,0,0,101.1457271,-64.03986416,-19.9170098,1.74,-0.56,121.80,,
HD 4760 b,Confirmed,0,,1.05,42.4,4076,,0,0,,0.3,12.41625762,6.407141909,1.14,,HD 4760,0,0,0,0,0.00000,0.00000,1126.400929,0.4072395514,0,0,0,0,0,0.22,0.11,3.80,,
HD 48265 b,Confirmed,0,,0.93,,,87.4,0,0,,0.3,100.0083333,-48.5419444,1.51,,HD 48265,0,0,0,0,0.00000,0.00000,0,0,0,0,56.98449419,-64.50434469,-15.18936921,1.75,-0.85,88.84,,
HD 4917 b,Confirmed,0,,1.32,5.01,4802,134.4,13.43128823,13.43128823,1.224,0.3,12.77615626,-12.92760293,,,HD 4917,0,0,0.1385877662,0,0.00000,0.00000,,0,0,0,28.96823755,-6.649301551,131.0724533,0.22,-0.23,133.04,,
HD 49674 b,Confirmed,0,,1.07,0.94,5482,40.7,10.75380921,10.75380921,0.98,0.3,102.875,40.8675,0.058,,HD 49674,0,0,0.1701576029,0,0.00000,0.00000,1003.405237,0.4460257583,0,0,30.0045334,25.96096664,-9.068968341,1.80,0.71,37.74,,
HD 50499 b,Confirmed,0,,1.31,1.42,6099,47.26,0,0,,0.3,103.0083333,-33.9155556,3.93,,HD 50499,0,0,0,0,0.00000,0.00000,191.700457,0.799250675,0,0,38.21275306,-25.69296642,-10.63788421,1.80,-0.59,47.96,,
HD 50499 c,Confirmed,0,,1.31,1.42,6099,47.26,0,0,,0.3,103.0083333,-33.9155556,9.02,,HD 50499,0,0,0,0,0.00000,0.00000,136.7343609,0.6438582487,0,0,38.21275306,-25.69296642,-10.63788421,1.80,-0.59,47.96,,
HD 50554 b,Confirmed,0,,1.04,1.11,5902,31.03,0,0,,0.3,103.675,24.2455556,2.41,,HD 50554,0,0,0,0,0.00000,0.00000,206.6675923,0.8355816937,0,0,27.49092616,12.38119417,-7.335932789,1.81,0.42,28.64,,
HD 51608 b,Confirmed,0,,,,,34.8,0,0,,0.3,103.7125,-55.2594444,0.10805,,HD 51608,0,0,0,0,0.00000,0.00000,0,0,0,0,19.26593438,-27.78150653,-8.249343465,1.81,-0.96,36.76,,
HD 51608 c,Confirmed,0,,,,,34.8,0,0,,0.3,103.7125,-55.2594444,0.38833,,HD 51608,0,0,0,0,0.00000,0.00000,0,0,0,0,19.26593438,-27.78150653,-8.249343465,1.81,-0.96,36.76,,
HD 52265 b,Confirmed,0,,1.2,1.25,6159,28,0,0,,0.3,105.075,-5.3669444,0.52,,HD 52265,0,0,0,0,0.00000,0.00000,451.1805,0.7792413355,0,0,26.91788862,-2.528822006,-7.282330075,1.83,-0.09,27.14,,
HD 5278 c,Confirmed,0,,1.126,1.194,6203,56.12,0,0,,0.3,12.54166667,-83.74388891,0.2416,,HD 5278,0,0,0,0,0.00000,0.00000,638.2192995,0.6218829605,0,0,1.327990837,-12.11385854,54.78088418,0.22,-1.46,55.70,,
HD 5319 b,Confirmed,0,,1.56,3.26,5052,100,0,0,,0.3,13.7541667,0.7894444,1.75,,HD 5319,0,0,0,0,0.00000,0.00000,334.1290005,0.9258529976,0,0,23.77339622,0.3275801886,97.13247821,0.24,0.01,98.45,,
HD 5319 c,Confirmed,0,,1.56,3.26,5052,100,0,0,,0.3,13.7541667,0.7894444,2.071,,HD 5319,0,0,0,0,0.00000,0.00000,309.5675816,0.9639077115,0,0,23.77339622,0.3275801886,97.13247821,0.24,0.01,98.45,,
HD 5433 b,Confirmed,0,,,,,62.4,0,0,,0.3,14.05416667,15.65611113,1.37,,HD 5433,0,0,0,0,0.00000,0.00000,0,0,0,0,14.59095812,4.089276126,60.53215478,0.25,0.27,60.69,,
HD 55696 b,Confirmed,0,,1.29,1.52,,72,0,0,,0.3,108.0623755,-38.17454006,3.18,,HD 55696,0,0,0,0,0.00000,0.00000,0,0,0,0,53.81212917,-42.30726423,-22.32375745,1.89,-0.67,72.99,,
HD 5583 b,Confirmed,0,,1.01,9.09,4830,221,0,0,,0.3,14.48750002,34.98555558,0.53,,HD 5583,0,0,0,0,0.00000,0.00000,912.258507,0.4798966195,0,0,45.29669849,31.70007449,213.9726954,0.25,0.61,219.04,,
HD 5608 b,Confirmed,0,,1.53,5.14,4877,58.2,13.40934168,13.40934168,1.222,0.3,14.55925,33.95089,1.911,,HD 5608,0,0,0.1387988462,0,0.00000,0.00000,382.7838445,0.8586968884,0,0,12.13613969,8.17080343,56.33109341,0.25,0.59,56.31,,
HD 564 b,Confirmed,0,,0.92,1.01,5902,54,0,0,,0.3,2.470833351,-50.26777778,1.2,,HD 564,0,0,0,0,0.00000,0.00000,268.8218103,0.9655577614,0,0,1.488048247,-1.790313174,53.94979603,0.04,-0.88,52.96,,
HD 5891 b,Confirmed,0,,1.91,8.7,4907,251,0,0,,0.3,15.1375,20.2925,0.76,,HD 5891,0,0,0,0,0.00000,0.00000,762.2739845,0.548428323,0,0,61.47711704,22.73192808,242.290783,0.26,0.35,249.13,,
HD 59686 A b,Confirmed,0,,1.9,13.2,4658,96.8,0,0,,0.3,112.95,17.0858333,1.086,,HD 59686 A,0,0,0,0,0.00000,0.00000,746.2691631,0.5569149894,0,0,85.20380519,26.18905388,-37.74500018,1.97,0.30,94.93,,
HD 60292 b,Confirmed,0,,1.7,27,4348,318.5,0,0,,0.3,114.6208333,66.23527778,1.5,,HD 60292,0,0,0,0,0.00000,0.00000,843.6366538,0.5089972988,0,0,116.680769,264.9924912,-132.6907221,2.00,1.16,315.76,,
HD 62509 b,Confirmed,0,,1.47,9.3,4666,10.34,0,0,,0.3,116.325,28.0261111,1.69,,HD 62509,0,0,0,0,0.00000,0.00000,512.7781137,0.7193003782,0,0,8.180883088,4.354636113,-4.585400333,2.03,0.49,8.73,,
HD 63433 b,Confirmed,0,,0.99,0.912,5640,22.42,2.104674087,2.104674087,0.1918,0.3,117.4791667,27.36333335,0.0719,,HD 63433,0,0,0.6441899999,0,0.00000,0.00000,915.9654684,0.478419037,0,0,17.66498686,9.142321996,-10.34517219,2.05,0.48,20.55,,
HD 63433 c,Confirmed,0,,0.99,0.912,5640,22.42,2.653337822,2.653337822,0.2418,0.3,117.4791667,27.36333335,0.1458,,HD 63433,0,0,0.5474445828,0,0.00000,0.00000,652.160562,0.6126613084,0,0,17.66498686,9.142321996,-10.34517219,2.05,0.48,20.55,,
HD 63454 b,Confirmed,0,,0.8,,4841,35.8,11.63167118,11.63167118,1.06,0.3,114.8375,-78.2788889,0.036,,HD 63454,0,0,0.1583321772,0,0.00000,0.00000,0,0,0,0,6.59999656,-31.81114714,-15.03765151,2.00,-1.37,38.84,,
HD 63765 b,Confirmed,0,,0.865,,5432,32.6,0,0,,0.3,116.9583333,-54.2641667,0.949,,HD 63765,0,0,0,0,0.00000,0.00000,0,0,0,0,16.97104297,-23.58656303,-14.77896292,2.04,-0.95,34.66,,
HD 64114 b,Confirmed,0,,0.95,,5676,31.56,0,0,,0.3,117.98,-11.03,0.246,,HD 64114,0,0,0,0,0.00000,0.00000,0,0,0,0,27.35613931,-5.332361171,-14.80679461,2.06,-0.19,31.36,,
HD 64121 b,Confirmed,0,,1.64,5.44,5966,130,0,0,,0.3,117.3666667,-54.81222225,1.51,,HD 64121,0,0,0,0,0.00000,0.00000,529.4579638,0.704623388,0,0,66.52943792,-94.35421478,-59.75881561,2.05,-0.96,131.97,,
HD 6434 b,Confirmed,0,,0.79,0.57,5835,40.32,0,0,,0.3,16.1666667,-39.4880556,0.14,,HD 6434,0,0,0,0,0.00000,0.00000,549.300795,0.6879248216,0,0,8.664049816,-7.139058487,38.7255792,0.28,-0.69,39.50,,
HD 65216 A b,Confirmed,0,,0.92,,5666,34.3,0,0,,0.3,118.4208333,-63.6472222,1.301,,HD 65216 A,0,0,0,0,0.00000,0.00000,0,0,0,0,13.3905962,-27.03109733,-16.3248801,2.07,-1.11,36.78,,
HD 65216 A c,Confirmed,0,,0.92,,5666,34.3,0,0,,0.3,118.4208333,-63.6472222,5.75,,HD 65216 A,0,0,0,0,0.00000,0.00000,0,0,0,0,13.3905962,-27.03109733,-16.3248801,2.07,-1.11,36.78,,
HD 66141 b,Confirmed,0,,1.1,21.4,4305,80.9,0,0,,0.3,120.5667,2.3344,1.2,,HD 66141,0,0,0,0,0.00000,0.00000,831.8518518,0.5143537505,0,0,69.60014493,2.837286471,-41.14097266,2.10,0.04,79.97,,
HD 66428 b,Confirmed,0,,1.14552,,5752,55,0,0,,0.3,120.8666667,-1.1625,3.18,,HD 66428,0,0,0,0,0.00000,0.00000,0,0,0,0,47.20027701,-0.9577992143,-28.21730801,2.11,-0.02,54.29,,
HD 66428 c,Confirmed,0,,1.14552,,5752,55,0,0,,0.3,120.8666667,-1.1625,23,,HD 66428,0,0,0,0,0.00000,0.00000,0,0,0,0,47.20027701,-0.9577992143,-28.21730801,2.11,-0.02,54.29,,
HD 67087 b,Confirmed,0,,1.36,1.55,6330,88.8,0,0,,0.3,121.9166667,31.5513889,1.08,,HD 67087,0,0,0,0,0.00000,0.00000,364.4740266,0.8827937612,0,0,64.23243123,39.44097265,-46.94725184,2.13,0.55,86.83,,
HD 67087 c,Confirmed,0,,1.36,1.55,6330,88.8,0,0,,0.3,121.9166667,31.5513889,3.86,,HD 67087,0,0,0,0,0.00000,0.00000,206.9215045,0.8361790814,0,0,64.23243123,39.44097265,-46.94725184,2.13,0.55,86.83,,
HD 6718 b,Confirmed,0,,0.96,1.02,5745,55.9,0,0,,0.3,16.9541667,-8.2336111,3.56,,HD 6718,0,0,0,0,0.00000,0.00000,165.6343958,0.7302550129,0,0,16.13278784,-2.334431468,53.47049267,0.30,-0.14,54.47,,
HD 68402 b,Confirmed,0,,1.12,1.02,5950,78,0,0,,0.3,121.35,-74.41055557,2.18,,HD 68402,0,0,0,0,0.00000,0.00000,209.512015,0.8422390161,0,0,17.90157468,-64.16187005,-40.58063647,2.12,-1.30,80.85,,
HD 68988 b,Confirmed,0,,1.2,1.14,5767,58,0,0,,0.3,124.5916667,61.4605556,0.0704,,HD 68988,0,0,0,0,0.00000,0.00000,1053.57758,0.4293452788,0,0,22.81163746,41.94492181,-32.92799311,2.17,1.07,55.81,,
HD 69123 b,Confirmed,0,,1.68,7.72,4787,75.1,0,0,,0.3,123.5541667,-35.49000002,2.48,,HD 69123,0,0,0,0,0.00000,0.00000,402.5211666,0.8341525617,0,0,50.95825914,-36.3347557,-41.50965375,2.16,-0.62,76.18,,
HD 70642 b,Confirmed,0,,1,0.84,5670,28.8,0,0,,0.3,125.3666667,-39.7052778,3.3,,HD 70642,0,0,0,0,0.00000,0.00000,156.1741678,0.7032113938,0,0,18.06826087,-15.00337093,-16.66963736,2.19,-0.69,30.24,,
HD 7199 b,Confirmed,0,,0.89,0.96,5386,36,0,0,,0.3,17.6958333,-66.1880556,1.36,,HD 7199,0,0,0,0,0.00000,0.00000,229.5892878,0.8871485296,0,0,4.417960656,-10.01120478,34.2966092,0.31,-1.16,35.70,,
HD 72490 b,Confirmed,0,,1.21,4.96,4934,124.22,13.36544858,13.36544858,1.218,0.3,128.40271,13.55079,1.88,,HD 72490,0,0,0.1392229409,0,0.00000,0.00000,383.4807566,0.8578056696,0,0,94.63687121,22.80904793,-77.1635817,2.24,0.24,123.10,,
HD 72659 b,Confirmed,0,,0.95,1.36,5926,49.8,0,0,,0.3,128.5125,-1.5680556,4.74,,HD 72659,0,0,0,0,0.00000,0.00000,170.0059999,0.7423745538,0,0,38.95252973,-1.066308669,-31.00973095,2.24,-0.03,49.38,,
HD 72892 b,Confirmed,0,,1.02,1.22,5688,72.78,0,0,,0.3,128.7208334,-14.45666668,0.228,,HD 72892,0,0,0,0,0.00000,0.00000,610.3323716,0.6411880705,0,0,54.98523402,-14.17578985,-45.5258105,2.25,-0.25,72.91,,
HD 73267 b,Confirmed,0,,0.89,1.04,5317,54.91,0,0,,0.3,129.075,-34.46,2.198,,HD 73267,0,0,0,0,0.00000,0.00000,191.3147959,0.7982845409,0,0,35.1475459,-24.12012828,-34.61181199,2.25,-0.60,56.04,,
HD 73526 b,Confirmed,0,,1.08,1.49,5590,99,0,0,,0.3,129.3166667,-41.3188889,0.65,,HD 73526,0,0,0,0,0.00000,0.00000,403.2956945,0.8332179769,0,0,57.52410712,-50.56977337,-62.72698878,2.26,-0.72,100.41,,
HD 73526 c,Confirmed,0,,1.08,1.49,5590,99,0,0,,0.3,129.3166667,-41.3188889,1.03,,HD 73526,0,0,0,0,0.00000,0.00000,326.5453011,0.9372783405,0,0,57.52410712,-50.56977337,-62.72698878,2.26,-0.72,100.41,,
HD 73534 b,Confirmed,0,,1.29,2.65,4952,96.99,0,0,,0.3,129.8166667,12.9602778,3.15,,HD 73534,0,0,0,0,0.00000,0.00000,230.3332392,0.8887457789,0,0,72.59998436,16.70802047,-62.10591294,2.27,0.23,95.97,,
HD 74156 b,Confirmed,0,,1.24,1.64,5960,64.56,0,0,,0.3,130.6041667,4.5780556,0.2916,,HD 74156,0,0,0,0,0.00000,0.00000,653.4177179,0.6118431691,0,0,48.85911721,3.91227753,-42.01754811,2.28,0.08,63.93,,
HD 74156 c,Confirmed,0,,1.24,1.64,5960,64.56,0,0,,0.3,130.6041667,4.5780556,3.82,,HD 74156,0,0,0,0,0.00000,0.00000,202.2428565,0.8250721203,0,0,48.85911721,3.91227753,-42.01754811,2.28,0.08,63.93,,
HD 7449 A b,Confirmed,0,,1.05,1.01,6024,39,0,0,,0.3,18.6208333,-5.0475,2.38,,HD 7449 A,0,0,0,0,0.00000,0.00000,203.0859789,0.8270892986,0,0,12.40456143,-1.095621741,36.95844246,0.32,-0.09,37.53,,
HD 7449 A c,Confirmed,0,,1.05,1.01,6024,39,0,0,,0.3,18.6208333,-5.0475,12.7,,HD 7449 A,0,0,0,0,0.00000,0.00000,104.9287533,0.5340853904,0,0,12.40456143,-1.095621741,36.95844246,0.32,-0.09,37.53,,
HD 75289 b,Confirmed,0,,1.05,1.25,6120,28.94,11.30247294,11.30247294,1.03,0.3,131.9166667,-41.7366667,0.046,,HD 75289,0,0,0.1625689412,0,0.00000,0.00000,1437.123545,0.3338891303,0,0,16.06949798,-14.3358582,-19.33333919,2.30,-0.73,30.53,,
HD 75784 b,Confirmed,0,,1.41,3.3,4917,68.7,0,0,,0.3,133.0997557,13.23343595,1.073,,HD 75784,0,0,0,0,0.00000,0.00000,410.3312706,0.8248234387,0,0,48.83031143,11.48311367,-46.94069435,2.32,0.23,67.85,,
HD 75784 c,Confirmed,0,,1.41,3.3,4917,68.7,0,0,,0.3,133.0997557,13.23343595,6.5,,HD 75784,0,0,0,0,0.00000,0.00000,184.5273002,0.7810228113,0,0,48.83031143,11.48311367,-46.94069435,2.32,0.23,67.85,,
HD 75898 b,Confirmed,0,,1.28,1.6,6021,80.58,0,0,,0.3,133.4625,33.0569444,1.19,,HD 75898,0,0,0,0,0.00000,0.00000,337.9355681,0.9202225107,0,0,49.01960694,31.90301497,-55.42934396,2.33,0.58,79.18,,
HD 76700 b,Confirmed,0,,1,1.33,5726,59.7,10.86354195,10.86354195,0.99,0.3,133.4791667,-66.8008333,0.049,,HD 76700,0,0,0.1685837171,0,0.00000,0.00000,1345.781698,0.3525562814,0,0,17.06490153,-39.81699765,-41.07901939,2.33,-1.17,62.19,,
HD 76920 b,Confirmed,0,,1.17,7.47,4698,184.8,0,0,,0.3,133.8208333,-67.26555557,1.187,,HD 76920,0,0,0,0,0.00000,0.00000,549.8196242,0.6874988164,0,0,51.52863271,-122.9754512,-127.9565489,2.34,-1.17,187.26,,
HD 77065 b,Confirmed,0,,0.75,,4990,31.7,0,0,,0.3,135.1958333,21.45361112,0.438,,HD 77065,0,0,0,0,0.00000,0.00000,0,0,0,0,20.79079199,8.170272022,-22.49176791,2.36,0.37,30.81,,
HD 77338 b,Confirmed,0,,0.93,0.88,5370,40.75,0,0,,0.3,135.3,-25.5269,0.0614,,HD 77338,0,0,0,0,0.00000,0.00000,926.6772543,0.4742000379,0,0,25.86530725,-12.35202837,-28.96507856,2.36,-0.45,41.61,,
HD 79181 b,Confirmed,0,,,,,,0,0,,0.3,137.9958334,-19.74750003,0.9,,HD 79181,0,0,0,0,0.00000,0.00000,0,0,0,0,0,0,0,2.41,-0.34,3.80,,
HD 79211 b,Confirmed,0,,0.64,0.58,4005,6.334,0,0,,0.3,138.6028333,52.68636113,0.141,,HD 79211,0,0,0,0,0.00000,0.00000,388.2710182,0.8517295352,0,0,2.538984192,3.331247834,-4.751410648,2.42,0.92,6.02,,
HD 7924 b,Confirmed,0,,0.832,0.78,5177,16.8,11.52193844,11.52193844,1.05,0.3,20.4958333,76.7102778,0.05664,,HD 7924,0,0,0.15971968,0,0.00000,0.00000,877.3611745,0.4942673676,0,0,1.35220378,5.724811293,15.7365206,0.36,1.34,14.76,,
HD 7924 c,Confirmed,0,,0.832,0.78,5177,16.8,0,0,,0.3,20.4958333,76.7102778,0.1134,,HD 7924,0,0,0,0,0.00000,0.00000,628.857725,0.6282326955,0,0,1.35220378,5.724811293,15.7365206,0.36,1.34,14.76,,
HD 7924 d,Confirmed,0,,0.832,0.78,5177,16.8,0,0,,0.3,20.4958333,76.7102778,0.1551,,HD 7924,0,0,0,0,0.00000,0.00000,542.0640473,0.6939223568,0,0,1.35220378,5.724811293,15.7365206,0.36,1.34,14.76,,
HD 79498 b,Confirmed,0,,1.06,,5740,49,0,0,,0.3,138.7875,23.3755556,3.13,,HD 79498,0,0,0,0,0.00000,0.00000,0,0,0,0,29.63409822,12.80881169,-36.86128817,2.42,0.41,48.17,,
HD 80869 b,Confirmed,0,,1.08,1.062,58.37,85.6,0,0,,0.3,140.7916667,33.90472224,2.878,,HD 80869,0,0,0,0,0.00000,0.00000,31.56390826,0.1975436365,0,0,44.9106025,30.18404562,-66.32737876,2.46,0.59,84.59,,
HD 81688 b,Confirmed,0,,2.1,13,4753,88.26,0,0,,0.3,142.1666667,45.6013889,0.66,,HD 81688,0,0,0,0,0.00000,0.00000,960.4054373,0.4613885704,0,0,37.87585502,38.67942531,-69.70759833,2.48,0.80,87.16,,
HD 81817 b,Confirmed,0,,4.3,83.8,4140,269,0,0,,0.3,144.2708333,81.30972224,3.3,,HD 81817,0,0,0,0,0.00000,0.00000,950.174296,0.4652010641,0,0,23.73427128,155.2803746,-218.3705329,2.52,1.42,268.05,,
HD 82886 b,Confirmed,0,,1.06,4.8,5112,125,0,0,,0.3,143.9375,34.7808333,1.65,,HD 82886,0,0,0,0,0.00000,0.00000,414.5689432,0.8198483659,0,0,60.43701645,41.97484406,-101.0469174,2.51,0.61,124.13,,
HD 82943 d,Confirmed,0,,1.18,1.12,5874,27.46,0,0,,0.3,143.7083333,-12.1294444,2.145,,HD 82943,0,0,0,0,0.00000,0.00000,217.2121463,0.8598848935,0,0,15.89061062,-3.415194206,-22.13315483,2.51,-0.21,28.06,,
HD 8326 b,Confirmed,0,,0.8,,4914,30.71,0,0,,0.3,20.53,-26.89,0.533,,HD 8326,0,0,0,0,0.00000,0.00000,0,0,0,0,9.605446043,-4.871013136,28.75956775,0.36,-0.47,29.74,,
HD 83443 b,Confirmed,0,,0.9,1.04,5460,43.54,11.41220569,11.41220569,1.04,0.3,144.2958333,-43.2719444,0.0406,,HD 83443,0,0,0.1611317159,0,0.00000,0.00000,1248.852108,0.3747920812,0,0,18.50120441,-17.41755665,-35.35626898,2.52,-0.76,45.17,,
HD 83443 c,Confirmed,0,,0.9,1.04,5460,43.54,0,0,,0.3,144.2958333,-43.2719444,8,,HD 83443,0,0,0,0,0.00000,0.00000,116.829847,0.5771800073,0,0,18.50120441,-17.41755665,-35.35626898,2.52,-0.76,45.17,,
HD 8535 b,Confirmed,0,,1.13,1.19,6136,52.5,0,0,,0.3,20.9041667,-41.2697222,2.45,,HD 8535,0,0,0,0,0.00000,0.00000,218.6168582,0.8630461252,0,0,14.0794453,-12.35591841,49.04437277,0.36,-0.72,51.76,,
HD 85390 b,Confirmed,0,,0.76,,5186,33.96,0,0,,0.3,147.5083333,-49.7902778,1.373,,HD 85390,0,0,0,0,0.00000,0.00000,0,0,0,0,11.77714458,-13.93157283,-28.64422706,2.57,-0.87,35.82,,
HD 85512 b,Confirmed,0,,0.69,,4715,11.15,0,0,,0.3,147.7791667,-43.5027778,0.26,,HD 85512,0,0,0,0,0.00000,0.00000,0,0,0,0,4.312152783,-4.092477543,-9.432892766,2.58,-0.76,13.12,,
HD 8574 b,Confirmed,0,,1.17,1.37,6080,44.2,0,0,,0.3,21.3,28.5666667,0.77,,HD 8574,0,0,0,0,0.00000,0.00000,387.7035229,0.8524448675,0,0,14.1011041,7.677532582,41.18075226,0.37,0.50,42.07,,
HD 86081 A b,Confirmed,0,,1.21,1.22,6028,91,11.85113668,11.85113668,1.08,0.3,149.025,-3.8083333,0.039,,HD 86081 A,0,0,0.1556282569,0,0.00000,0.00000,1517.050004,0.3191047332,0,0,46.73100656,-3.110696804,-78.02266716,2.60,-0.07,91.32,,
HD 86226 b,Confirmed,0,,1.02,,,42.48,0,0,,0.3,149.125,-24.0994444,2.73,,HD 86226,0,0,0,0,0.00000,0.00000,0,0,0,0,19.89925589,-8.901135751,-36.46011242,2.60,-0.42,43.51,,
